id,title,genres,overview,cast,director,popularity,release_date,vote_average
4013,Cloudy with a Chance of Meatballs 2,Animation Family Comedy,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",Bill Hader Anna Faris James Caan Will Forte Andy Samberg,Cody Cameron,41.247402,26-09-2013,6.4
1455,Enemy of the State,Action Drama Thriller,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.",Will Smith Gene Hackman Jon Voight Regina King Ian Hart,Tony Scott,41.207568,20-11-1998,6.7
1262,Click,Comedy Drama Fantasy Romance,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,Adam Sandler Kate Beckinsale Christopher Walken David Hasselhoff Henry Winkler,Frank Coraci,41.176631,22-06-2006,6.0
1323,DodgeBall: A True Underdog Story,Comedy,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",Vince Vaughn Christine Taylor Ben Stiller Rip Torn Justin Long,Rawson Marshall Thurber,41.156217,18-06-2004,6.2
23,Brazil,Comedy Science Fiction,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",Jonathan Pryce Robert De Niro Katherine Helmond Ian Holm Bob Hoskins,Terry Gilliam,41.089863,20-02-1985,7.5
3878,Moonrise Kingdom,Comedy Drama Romance,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",Bruce Willis Edward Norton Jared Gilman Kara Hayward Bill Murray,Wes Anderson,41.083914,16-05-2012,7.6
2726,The Road,Adventure Drama,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",Viggo Mortensen Kodi Smit-McPhee Charlize Theron Robert Duvall Guy Pearce,John Hillcoat,41.075532,25-11-2009,6.8
3856,Sinister,Horror Thriller Mystery,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",Ethan Hawke Juliet Rylance Vincent D'Onofrio James Ransone Fred Dalton Thompson,Scott Derrickson,41.045084,29-03-2012,6.7
3668,The Descendants,Comedy Drama,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",George Clooney Shailene Woodley Amara Miller Nick Krause Robert Forster,Alexander Payne,40.903931,09-09-2011,6.7
1109,Wild Wild West,Action Adventure Comedy Science Fiction Western,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh,Barry Sonnenfeld,40.748915,29-06-1999,5.1
3746,Journey 2: The Mysterious Island,Adventure Action Science Fiction,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",Dwayne Johnson Josh Hutcherson Kristin Davis Vanessa Hudgens Luis Guzm\u00e1n,Brad Peyton,40.723459,19-01-2012,5.8
4014,Beautiful Creatures,Fantasy Drama Romance,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",Alden Ehrenreich Alice Englert Jeremy Irons Viola Davis Emmy Rossum,Richard LaGravenese,40.721373,13-02-2013,5.6
517,Resident Evil,Horror Action Science Fiction,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",Milla Jovovich Michelle Rodriguez Eric Mabius Ryan McCluskey Oscar Pearce,Paul W.S. Anderson,40.715623,15-03-2002,6.4
3784,Shame,Drama,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.",Michael Fassbender Carey Mulligan James Badge Dale Nicole Beharie Alex Manette,Steve McQueen,40.688426,02-10-2011,7.0
458,Bridge to Terabithia,Adventure Drama Family,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",Josh Hutcherson AnnaSophia Robb Robert Patrick Zooey Deschanel Bailee Madison,G\u00e1bor Csup\u00f3,40.646102,16-02-2007,7.0
87,Jackie Brown,Comedy Crime Romance,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",Pam Grier Samuel L. Jackson Robert Forster Bridget Fonda Michael Keaton,Quentin Tarantino,40.631671,24-12-1997,7.3
2622,The Taking of Pelham 1 2 3,Thriller Drama Crime,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",Denzel Washington John Travolta Luis Guzm\u00e1n Victor Gojcaj John Turturro,Tony Scott,40.597856,11-06-2009,6.2
1752,You Don't Mess with the Zohan,Comedy Action,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,Adam Sandler John Turturro Emmanuelle Chriqui Nick Swardson Lainie Kazan,Dennis Dugan,40.597344,05-06-2008,5.5
3492,Friends with Benefits,Romance Comedy,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",Justin Timberlake Mila Kunis Patricia Clarkson Woody Harrelson Nolan Gould,Will Gluck,40.526587,21-07-2011,6.5
151,Jurassic Park,Adventure Science Fiction,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",Sam Neill Laura Dern Jeff Goldblum Richard Attenborough Bob Peck,Steven Spielberg,40.413191,11-06-1993,7.6
403,A Few Good Men,Drama,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",Tom Cruise Jack Nicholson Demi Moore Kevin Bacon Kevin Pollak,Rob Reiner,40.379966,11-12-1992,7.1
4223,Child 44,Crime Thriller,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",Tom Hardy Gary Oldman Noomi Rapace Joel Kinnaman Paddy Considine,Daniel Espinosa,40.371098,15-03-2015,6.1
1276,Donnie Brasco,Crime Drama Thriller,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,Johnny Depp Al Pacino Michael Madsen Bruno Kirby James Russo,Mike Newell,40.370442,27-02-1997,7.4
4510,The DUFF,Romance Comedy,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",Mae Whitman Robbie Amell Bella Thorne Bianca A. Santos Skyler Samuels,Ari Sandel,40.28709,20-02-2015,6.8
3600,Kick-Ass 2,Action Adventure Crime,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",Aaron Taylor-Johnson Chlo\u00eb Grace Moretz Christopher Mintz-Plasse Clark Duke Jim Carrey,Jeff Wadlow,40.28635,17-07-2013,6.3
3949,The Raid,Action Thriller Crime,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",Iko Uwais Joe Taslim Donny Alamsyah Yayan Ruhian Ray Sahetapy,Gareth Evans,40.285095,08-09-2011,7.3
3788,Percy Jackson: Sea of Monsters,Adventure Family Fantasy,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",Logan Lerman Alexandra Daddario Douglas Smith Leven Rambin Brandon T. Jackson,Thor Freudenthal,40.262261,07-08-2013,5.9
843,Charlie's Angels,Action Adventure Comedy Crime Thriller,"Aspects of this take on the 1970s hit TV series are similar to the original show :Angels Dylan, Natalie and Alex still work for Charlie and interface with Bosley. They still flip their hair, stop traffic with a smile and kick butt. The differences are the unsubtle humor, the martial arts training and the high-tech premise: This time, they're hot on the trail of stolen software.",Cameron Diaz Lucy Liu Drew Barrymore Bill Murray John Forsythe,McG,40.20395,02-11-2000,5.6
2106,The Wrestler,Drama Romance,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis Todd Barry,Darren Aronofsky,40.196514,07-09-2008,7.3
1483,The Princess Diaries,Comedy Family Romance,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",Anne Hathaway Julie Andrews Heather Matarazzo Robert Schwartzman H\u00e9ctor Elizondo,Garry Marshall,40.176265,03-08-2001,6.5
850,The Brothers Grimm,Adventure Fantasy Action Comedy Thriller,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",Heath Ledger Matt Damon Mackenzie Crook Roger Ashton-Griffiths Peter Stormare,Terry Gilliam,40.138009,26-08-2005,5.6
370,Austin Powers in Goldmember,Comedy Crime Science Fiction,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",Mike Myers Beyonc\u00e9 Knowles Seth Green Michael York Mindy Sterling,Jay Roach,40.137264,26-07-2002,5.9
1132,The Thin Red Line,Drama History War,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",Sean Penn Adrien Brody Jim Caviezel Ben Chaplin George Clooney,Terrence Malick,40.072583,25-12-1998,7.2
217,Casino,Drama Crime,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,Robert De Niro Sharon Stone Joe Pesci James Woods Don Rickles,Martin Scorsese,40.06688,22-11-1995,7.8
4553,Maggie,Horror,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",Arnold Schwarzenegger Abigail Breslin Joely Richardson Douglas M. Griffin J.D. Evermore,Henry Hobson,40.016306,08-05-2015,5.2
3725,American Reunion,Comedy,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",Jason Biggs Alyson Hannigan Seann William Scott Chris Klein Thomas Ian Nicholas,Jon Hurwitz,39.920035,04-04-2012,6.1
428,Spaceballs,Comedy Science Fiction,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",Mel Brooks Rick Moranis Bill Pullman Daphne Zuniga John Candy,Mel Brooks,39.890798,24-06-1987,6.7
4034,Paddington,Family Comedy,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",Nicole Kidman Peter Capaldi Ben Whishaw Michael Gambon Imelda Staunton,Paul King,39.882276,27-11-2014,7.0
4627,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy Action Adventure Comedy,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",Megan Fox Stephen Amell Will Arnett Laura Linney Pete Ploszek,Dave Green,39.873791,01-06-2016,5.8
1730,The Girl Next Door,Comedy,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",Emile Hirsch Elisha Cuthbert Timothy Olyphant James Remar Chris Marquette,Luke Greenfield,39.784026,09-04-2004,6.3
160,Seven Samurai,Action Drama,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.",Toshir\u014d Mifune Takashi Shimura Yoshio Inaba Seiji Miyaguchi Minoru Chiaki,Akira Kurosawa,39.756748,26-04-1954,8.2
2596,A Christmas Carol,Animation Drama,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",Gary Oldman Jim Carrey Steve Valentine Daryl Sabara Sage Ryan,Robert Zemeckis,39.744242,04-11-2009,6.6
60,"O Brother, Where Art Thou?",Action Adventure Comedy,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",George Clooney John Turturro Tim Blake Nelson John Goodman Holly Hunter,Joel Coen,39.742009,30-08-2000,7.3
3130,The World Is Not Enough,Adventure Action Thriller,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane,Michael Apted,39.604363,08-11-1999,6.0
2136,Ponyo,Animation Family,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.",Yuria Nara Hiroki Doi George Tokoro Tomoko Yamaguchi Yuki Amami,Hayao Miyazaki,39.58676,19-07-2008,7.5
3806,ParaNorman,Family Animation Adventure Comedy,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",Kodi Smit-McPhee Tucker Albrizzi Jodelle Ferland Anna Kendrick Casey Affleck,Sam Fell,39.539045,03-08-2012,6.7
3467,R.I.P.D.,Fantasy Action Comedy Crime,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,Jeff Bridges Ryan Reynolds Kevin Bacon Stephanie Szostak Mary-Louise Parker,Robert Schwentke,39.448066,18-07-2013,5.4
3840,The Watch,Comedy,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.",Ben Stiller Vince Vaughn Jonah Hill Richard Ayoade Rosemarie DeWitt,Akiva Schaffer,39.395881,26-07-2012,5.3
192,Aliens vs Predator: Requiem,Fantasy Action Science Fiction Thriller Horror,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",Steven Pasquale Reiko Aylesworth John Ortiz Ariel Gade Sam Trammell,Colin Strause,39.381913,25-12-2007,4.9
65,Akira,Science Fiction Animation,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",Mitsuo Iwata Nozomu Sasaki Mami Koyama Tesshou Genda Hiroshi Ohtake,Katsuhiro \u014ctomo,39.338097,16-07-1988,7.8
4189,Brooklyn,Drama Romance,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",Saoirse Ronan Domhnall Gleeson Emory Cohen Jim Broadbent Julie Walters,John Crowley,39.337949,20-10-2015,7.2
748,Dark City,Mystery Science Fiction,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",Rufus Sewell William Hurt Kiefer Sutherland Jennifer Connelly Richard O'Brien,Alex Proyas,39.324831,27-02-1998,7.2
111,Some Like It Hot,Comedy Romance,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",Marilyn Monroe Tony Curtis Jack Lemmon George Raft Pat O\u2019Brien,Billy Wilder,39.30982,18-03-1959,8.0
2820,Sucker Punch,Action Fantasy Thriller,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",Emily Browning Abbie Cornish Jena Malone Vanessa Hudgens Jamie Chung,Zack Snyder,39.127082,24-03-2011,5.9
632,Alexander,War History Action Adventure Drama,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",Colin Farrell Angelina Jolie Val Kilmer Jared Leto Jonathan Rhys Meyers,Oliver Stone,39.019229,21-11-2004,5.6
4501,"Hail, Caesar!",Comedy Drama Mystery,"Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",Josh Brolin George Clooney Alden Ehrenreich Ralph Fiennes Scarlett Johansson,Joel Coen,39.006187,05-02-2016,5.7
4041,White House Down,Action Drama Thriller,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins,Roland Emmerich,39.004588,27-06-2013,6.4
680,"Me, Myself & Irene",Comedy,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",Jim Carrey Ren\u00e9e Zellweger Anthony Anderson Robert Forster Richard Jenkins,Bobby Farrelly,39.001682,22-06-2000,6.1
3606,This Means War,Action Comedy Romance,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,Reese Witherspoon Chris Pine Tom Hardy Laura Vandervoort Angela Bassett,McG,38.994297,14-02-2012,5.9
4599,The Visit,Horror Thriller,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",Olivia DeJonge Ed Oxenbould Kathryn Hahn Benjamin Kanes Deanna Dunagan,M. Night Shyamalan,38.94708,10-09-2015,6.0
1196,Treasure Planet,Adventure Animation Family Fantasy Science Fiction,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",Joseph Gordon-Levitt Brian Murray David Hyde Pierce Emma Thompson Michael Wincott,Ron Clements,38.924136,26-11-2002,7.2
2775,Scott Pilgrim vs. the World,Action Adventure Comedy,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",Michael Cera Mary Elizabeth Winstead Kieran Culkin Chris Evans Anna Kendrick,Edgar Wright,38.885195,27-07-2010,7.2
3198,Grown Ups,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Adam Sandler Salma Hayek Maria Bello Steve Buscemi Maya Rudolph,Dennis Dugan,38.864027,24-06-2010,6.0
697,Valkyrie,Drama Thriller History War,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",Tom Cruise Carice van Houten Kenneth Branagh Bill Nighy Terence Stamp,Bryan Singer,38.832842,25-12-2008,6.7
557,Hostel,Horror,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",Jay Hernandez Derek Richardson Eythor Gudjonsson Barbara Nedeljakova Jana Kaderabkova,Eli Roth,38.83192,06-01-2005,5.7
3235,Contagion,Drama Thriller Science Fiction,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",Matt Damon Gwyneth Paltrow Kate Winslet Jude Law Marion Cotillard,Steven Soderbergh,38.820858,08-09-2011,6.2
3697,Trance,Thriller Crime Drama Mystery,"A fine art auctioneer mixed up with a gang, joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur, the stakes rise faster than anyone could have anticipated.",James McAvoy Vincent Cassel Rosario Dawson Matt Cross Danny Sapani,Danny Boyle,38.802415,27-03-2013,6.5
1343,Final Destination,Horror,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",Devon Sawa Ali Larter Kerr Smith Tony Todd Seann William Scott,James Wong,38.799596,16-03-2000,6.4
169,A Fistful of Dollars,Western,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",Clint Eastwood Marianne Koch Gian Maria Volont\u00e9 Wolfgang Lukschy Jos\u00e9 Calvo,Sergio Leone,38.771062,12-09-1964,7.6
3874,Mr. Peabody & Sherman,Animation Adventure Family,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.",Ty Burrell Max Charles Ariel Winter Allison Janney Ellie Kemper,Rob Minkoff,38.73494,07-02-2014,6.7
3144,True Lies,Action Thriller,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",Arnold Schwarzenegger Jamie Lee Curtis Tom Arnold Bill Paxton Tia Carrere,James Cameron,38.729418,14-07-1994,6.8
3290,No Strings Attached,Comedy Romance,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",Natalie Portman Ashton Kutcher Kevin Kline Cary Elwes Greta Gerwig,Ivan Reitman,38.688822,21-01-2011,6.1
